Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
GEF,"Greif, Inc.",33.56,$2B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gef
GEF.B,"Greif, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gef.b
GFF,Griffon Corporation,18.7,$886.96M,n/a,Capital Goods,Building Products,https://old.nasdaq.com/symbol/gff
GPI,"Group 1 Automotive, Inc.",67.29,$1.22B,1997,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/gpi
GRUB,GrubHub Inc.,64.46,$5.95B,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/grub
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",72.51,$4.07B,2006,Transportation,Aerospace,https://old.nasdaq.com/symbol/pac
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",119.6,$3.59B,n/a,Transportation,Aerospace,https://old.nasdaq.com/symbol/asr
AVAL,Grupo Aval Acciones y Valores S.A.,4.56,$5.08B,2014,Finance,Commercial Banks,https://old.nasdaq.com/symbol/aval
SUPV,Grupo Supervielle S.A.,2.4,$219.23M,2016,Finance,Commercial Banks,https://old.nasdaq.com/symbol/supv
TV,Grupo Televisa S.A.,5.74,$3.24B,1993,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tv
GSX,GSX Techedu Inc.,56.16,$13.41B,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/gsx
GTT,"GTT Communications, Inc.",7.71,$453.5M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/gtt
GSH,Guangshen Railway Company Limited,9.6,$1.36B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/gsh
GES,"Guess?, Inc.",10.04,$678.73M,1996,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ges
GGM,Guggenheim Credit Allocation Fund,17.47,$149.79M,2013,n/a,n/a,https://old.nasdaq.com/symbol/ggm
GPM,Guggenheim Enhanced Equity Income Fund,5.44,$262.98M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gpm
GOF,Guggenheim Strategic Opportunities Fund,16.62,$679.95M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gof
GBAB,Guggenheim Taxable Municipal Managed Duration Trst,22.8,$414.92M,2010,n/a,n/a,https://old.nasdaq.com/symbol/gbab
GWRE,"Guidewire Software, Inc.",106.84,$8.89B,2012,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/gwre
HRB,"H&R Block, Inc.",16.32,$3.14B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/hrb
FUL,H. B. Fuller Company,42.09,$2.16B,n/a,Basic Industries,Home Furnishings,https://old.nasdaq.com/symbol/ful
HAE,Haemonetics Corporation,88.01,$4.43B,1991,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/hae
HAL,Halliburton Company,12.96,$11.37B,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/hal
HBB,Hamilton Beach Brands Holding Company,10.92,$148.79M,2017,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/hbb
HBI,Hanesbrands Inc.,11.85,$4.12B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/hbi
HNGR,"Hanger, Inc.",17.22,$650.79M,2018,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/hngr
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",28.53,$2.07B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hasi
HOG,"Harley-Davidson, Inc.",24.95,$3.82B,n/a,Consumer Non-Durables,Motor Vehicles,https://old.nasdaq.com/symbol/hog
HMY,Harmony Gold Mining Company Limited,3.02,$1.62B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hmy
HSC,Harsco Corporation,12.85,$1.01B,n/a,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/hsc
HHS,"Harte-Hanks, Inc.",2.88,$18.55M,1993,Technology,Advertising,https://old.nasdaq.com/symbol/hhs
HGH,"Hartford Financial Services Group, Inc. (The)",27.69,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hgh
HIG,"Hartford Financial Services Group, Inc. (The)",41.07,$14.71B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hig
HIG^G,"Hartford Financial Services Group, Inc. (The)",27.27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hig^g
HVT,"Haverty Furniture Companies, Inc.",17.05,$320.54M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/hvt
HVT.A,"Haverty Furniture Companies, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hvt.a
HE,"Hawaiian Electric Industries, Inc.",36.39,$3.97B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/he
HCHC,"HC2 Holdings, Inc.",3.76,$175.03M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/hchc
HCA,"HCA Healthcare, Inc.",99.1,$33.46B,2011,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/hca
HCI,"HCI Group, Inc.",44.79,$352.82M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hci
HDB,HDFC Bank Limited,42.72,$78.06B,2001,Finance,Commercial Banks,https://old.nasdaq.com/symbol/hdb
HR,Healthcare Realty Trust Incorporated,31.64,$4.27B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hr
HTA,"Healthcare Trust of America, Inc.",28.67,$6.26B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hta
PEAK,"Healthpeak Properties, Inc.",27.97,$15.06B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/peak
HL,Hecla Mining Company,2.93,$1.54B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/hl
HL^B,Hecla Mining Company,60,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/hl^b
HEI,Heico Corporation,111.25,$14.99B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/hei
HEI.A,Heico Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hei.a
HLX,"Helix Energy Solutions Group, Inc.",3.88,$582.02M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/hlx
HP,"Helmerich & Payne, Inc.",21.83,$2.34B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hp
HLF,Herbalife Nutrition Ltd.,44.19,$6.09B,2004,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/hlf
HRI,Herc Holdings Inc.,28.78,$837.82M,2016,n/a,n/a,https://old.nasdaq.com/symbol/hri
HCXY,"Hercules Capital, Inc.",25.05,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/hcxy
HCXZ,"Hercules Capital, Inc.",25,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/hcxz
HTGC,"Hercules Capital, Inc.",10.72,$1.19B,2012,n/a,n/a,https://old.nasdaq.com/symbol/htgc
HRTG,"Heritage Insurance Holdings, Inc.",12.2,$344.19M,2014,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hrtg
PSV,Hermitage Offshore Services Ltd.,0.7992,$25.04M,2014,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/psv
HT,Hersha Hospitality Trust,6.82,$264.03M,1999,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ht
HT^C,Hersha Hospitality Trust,13.9901,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ht^c
HT^D,Hersha Hospitality Trust,12.8896,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ht^d
HT^E,Hersha Hospitality Trust,12.92,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ht^e
HSY,Hershey Company (The),132.28,$27.52B,n/a,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/hsy
HTZ,"Hertz Global Holdings, Inc",2,$284.59M,2016,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/htz
HES,Hess Corporation,50.41,$15.48B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/hes
HESM,Hess Midstream LP,19.51,$5.55B,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hesm
HPE,Hewlett Packard Enterprise Company,10.04,$12.9B,2015,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/hpe
HXL,Hexcel Corporation,45.58,$3.81B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/hxl
HEXO,HEXO Corp.,0.8231,$336.32M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/hexo
HCR,Hi-Crush Inc.,0.4207,$42.45M,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/hcr
PCF,High Income Securities Fund,7.84,$43.63M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcf
HGLB,Highland Global Allocation Fund,6.73,$151.44M,2019,n/a,n/a,https://old.nasdaq.com/symbol/hglb
HFRO,Highland Income Fund,8.46,$607.22M,2017,n/a,n/a,https://old.nasdaq.com/symbol/hfro
HFRO^A,Highland Income Fund,24.5368,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hfro^a
HPR,HighPoint Resources Corporation,0.4029,$86.65M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hpr
HIW,"Highwoods Properties, Inc.",40.14,$4.17B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hiw
HIL,"Hill International, Inc.",1.68,$94.05M,2018,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/hil
HI,Hillenbrand Inc,26.32,$1.97B,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/hi
HRC,Hill-Rom Holdings Inc,95.3,$6.34B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/hrc
HTH,Hilltop Holdings Inc.,18.21,$1.64B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hth
HGV,Hilton Grand Vacations Inc.,21.57,$1.83B,2016,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/hgv
HLT,Hilton Worldwide Holdings Inc.,76.42,$21.19B,2016,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/hlt
HNI,HNI Corporation,29.17,$1.24B,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/hni
HMLP,Hoegh LNG Partners LP,9.74,$324.21M,2014,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/hmlp
HMLP^A,Hoegh LNG Partners LP,22.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hmlp^a
HEP,"Holly Energy Partners, L.P.",16.97,$1.79B,2004,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/hep
HFC,HollyFrontier Corporation,31.04,$5.02B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/hfc
HD,"Home Depot, Inc. (The)",250.85,$269.79B,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/hd
HMC,"Honda Motor Company, Ltd.",27.22,$47B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/hmc
HON,Honeywell International Inc.,148.34,$104.11B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/hon
HMN,Horace Mann Educators Corporation,35.99,$1.49B,1991,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hmn
HZN,Horizon Global Corporation,2.21,$56.29M,2015,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/hzn
HTFA,Horizon Technology Finance Corporation,24.57,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/htfa
HRL,Hormel Foods Corporation,48.01,$25.88B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/hrl
HST,"Host Hotels & Resorts, Inc.",12.31,$8.68B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hst
HLI,"Houlihan Lokey, Inc.",60.3,$4.12B,2015,Finance,Investment Managers,https://old.nasdaq.com/symbol/hli
HOV,Hovnanian Enterprises Inc,25.09,$153.84M,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/hov
HHC,Howard Hughes Corporation (The),58.07,$3.19B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hhc
HWM,Howmet Aerospace Inc.,14.8,$6.45B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/hwm
HPQ,HP Inc.,16.82,$24.05B,n/a,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/hpq
HSBC,HSBC Holdings plc,23.91,$97.39B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/hsbc
HSBC^A,HSBC Holdings plc,25.675,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hsbc^a
HMI,Huami Corporation,11.18,$692.6M,2018,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/hmi
HNP,"Huaneng Power International, Inc.",14.92,$5.86B,1994,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/hnp
HUBB,Hubbell Inc,128.72,$6.98B,2015,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/hubb
HUBS,"HubSpot, Inc.",212.61,$9.28B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/hubs
HBM,Hudbay Minerals Inc.,2.82,$736.79M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hbm
HUD,Hudson Ltd.,6.26,$578.66M,2018,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/hud
HPP,"Hudson Pacific Properties, Inc.",26.38,$4.04B,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/hpp
HUM,Humana Inc.,380,$50.24B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/hum
HCFT,"Hunt Companies Finance Trust, Inc.",2.6,$64.84M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hcft
HII,"Huntington Ingalls Industries, Inc.",183.95,$7.45B,n/a,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/hii
HUN,Huntsman Corporation,18.7,$4.12B,2005,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/hun
HUYA,HUYA Inc.,19.03,$4.18B,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/huya
H,Hyatt Hotels Corporation,54.88,$5.55B,2009,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/h
HY,"Hyster-Yale Materials Handling, Inc.",39.37,$660.96M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/hy
IAA,"IAA, Inc.",42.99,$5.76B,2019,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/iaa
IAG,Iamgold Corporation,3.33,$1.57B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/iag
IBN,ICICI Bank Limited,8.98,$29.06B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ibn
ICL,ICL Group Ltd.,3.35,$4.29B,2014,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/icl
IDA,"IDACORP, Inc.",87.54,$4.42B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ida
IEX,IDEX Corporation,154.68,$11.66B,1989,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/iex
IDT,IDT Corporation,5.82,$154.52M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/idt
INFO,IHS Markit Ltd.,71.6,$28.56B,1996,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/info
ITW,Illinois Tool Works Inc.,172.43,$54.48B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itw
IMAX,Imax Corporation,12.2,$717.2M,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/imax
ICD,"Independence Contract Drilling, Inc.",4.6,$17.55M,2014,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/icd
IHC,Independence Holding Company,28.89,$427.15M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/ihc
IRT,"Independence Realty Trust, Inc.",11.4,$1.08B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irt
IFN,"India Fund, Inc. (The)",15.33,$412.45M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ifn
IBA,"Industrias Bachoco, S.A. de C.V.",37.35,$1.87B,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/iba
INFY,Infosys Limited,9.33,$39.57B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/infy
ING,"ING Group, N.V.",7.24,$28.24B,1997,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ing
IR,Ingersoll Rand Inc.,29.55,$12.31B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ir
NGVT,Ingevity Corporation,52.61,$2.17B,2016,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ngvt
INGR,Ingredion Incorporated,85.88,$5.75B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ingr
IIPR,"Innovative Industrial Properties, Inc.",98.25,$1.83B,2016,Finance,Real Estate,https://old.nasdaq.com/symbol/iipr
IIPR^A,"Innovative Industrial Properties, Inc.",28.97,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iipr^a
IPHI,Inphi Corporation,115.7,$5.58B,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/iphi
INSI,Insight Select Income Fund,19.88,$212.92M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/insi
NSP,"Insperity, Inc.",60,$2.33B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/nsp
INSP,"Inspire Medical Systems, Inc.",92.61,$2.47B,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/insp
IBP,"Installed Building Products, Inc.",71.72,$2.14B,2014,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/ibp
ITGR,Integer Holdings Corporation,75.52,$2.48B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itgr
ICE,Intercontinental Exchange Inc.,94.62,$51.78B,2005,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ice
IHG,Intercontinental Hotels Group,48.47,$8.85B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/ihg
IFS,Intercorp Financial Services Inc.,30.74,$3.55B,2019,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ifs
IBM,International Business Machines Corporation,124.15,$110.23B,n/a,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/ibm
IFF,"International Flavors & Fragrances, Inc.",128.65,$13.75B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/iff
IFFT,"International Flavors & Fragrances, Inc.",46.23,n/a,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ifft
IGT,International Game Technology,9.66,$1.97B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/igt
IP,International Paper Company,35.18,$13.83B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/ip
INSW,"International Seaways, Inc.",18.5,$533.61M,2016,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/insw
INSW^A,"International Seaways, Inc.",25.1576,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/insw^a
IPV,InterPrivate Acquisition Corp.,9.7,$301.24M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ipv
IPV.U,InterPrivate Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipv.u
IPV.WS,InterPrivate Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipv.ws
IPG,"Interpublic Group of Companies, Inc. (The)",17.46,$6.8B,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/ipg
IPI,"Intrepid Potash, Inc",1.18,$155.15M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/ipi
IVC,Invacare Corporation,6.55,$225.45M,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ivc
VBF,Invesco Bond Fund,20.25,$230.58M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vbf
VCV,Invesco California Value Municipal Income Trust,11.64,$557.15M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vcv
VTA,Invesco Credit Opportunities Fund,8.95,$563.67M,2007,n/a,n/a,https://old.nasdaq.com/symbol/vta
IHIT,Invesco High Income 2023 Target Term Fund,7.6,$182.63M,2016,n/a,n/a,https://old.nasdaq.com/symbol/ihit
IHTA,Invesco High Income 2024 Target Term Fund,7.22,$63.38M,2017,n/a,n/a,https://old.nasdaq.com/symbol/ihta
VLT,Invesco High Income Trust II,11.99,$77.87M,1989,n/a,n/a,https://old.nasdaq.com/symbol/vlt
IVR,INVESCO MORTGAGE CAPITAL INC,4.75,$783.59M,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ivr
IVR^B,INVESCO MORTGAGE CAPITAL INC,19.82,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ivr^b
IVR^C,INVESCO MORTGAGE CAPITAL INC,19.11,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ivr^c
IVR^A,Invesco Mortgage Capital Inc.,21.42,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ivr^a
OIA,Invesco Municipal Income Opportunities Trust,7.19,$341.91M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/oia
VMO,Invesco Municipal Opportunity Trust,11.84,$798.19M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vmo
VKQ,Invesco Municipal Trust,11.81,$653.33M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vkq
VPV,Invesco Pennsylvania Value Municipal Income Trust,11.82,$281.67M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vpv
IVZ,Invesco Plc,11.22,$5.15B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ivz
IQI,Invesco Quality Municipal Income Trust,12.05,$637.25M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iqi
VVR,Invesco Senior Income Trust,3.51,$537.14M,1998,n/a,n/a,https://old.nasdaq.com/symbol/vvr
VTN,Invesco Trust  for Investment Grade New York Municipal,12.12,$236.07M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vtn
VGM,Invesco Trust for Investment Grade Municipals,12.13,$657.75M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vgm
IIM,Invesco Value Municipal Income Trust,14.49,$681.85M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iim
IRET,Investors Real Estate Trust,73.97,$899.91M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/iret
IRET^C,Investors Real Estate Trust,25.5434,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iret^c
NVTA,Invitae Corporation,17.47,$2.18B,2015,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/nvta
INVH,Invitation Homes Inc.,28.4,$15.92B,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/invh
IO,Ion Geophysical Corporation,2.68,$40.3M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/io
IQV,"IQVIA Holdings, Inc.",138.92,$26.53B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/iqv
IRM,Iron Mountain Incorporated,27.85,$8.02B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irm
IRS,IRSA Inversiones Y Representaciones S.A.,3.3,$190.96M,n/a,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/irs
STAR          ,iStar Inc.,12.75,$982.5M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/star
STAR^D,iStar Inc.,24.6301,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^d
STAR^G,iStar Inc.,23.86,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^g
STAR^I,iStar Inc.,23.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^i
ITCB,Ita? CorpBanca,4.3,$1.47B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/itcb
ITUB,Itau Unibanco Banco Holding SA,5.06,$49.4B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/itub
ITT,ITT Inc.,56.87,$4.91B,2011,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/itt
IVH,Ivy High Income Opportunities Fund,11.44,$189.56M,2013,n/a,n/a,https://old.nasdaq.com/symbol/ivh
JPM,J P Morgan Chase & Co,99.48,$303.12B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm
JPM^C,J P Morgan Chase & Co,27.89,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^c
JPM^D,J P Morgan Chase & Co,26.78,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^d
JPM^G,J P Morgan Chase & Co,25.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,25.39,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm^h
JPM^J,J P Morgan Chase & Co,25.0179,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm^j
JAX,"J. Alexander&#39;s Holdings, Inc.",5.38,$80.76M,2015,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/jax
JILL,"J. Jill, Inc.",0.75,$33.58M,2017,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/jill
SJM,J.M. Smucker Company (The),109.05,$12.44B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/sjm
JBL,Jabil Inc.,32.86,$4.95B,1993,Technology,Electrical Products,https://old.nasdaq.com/symbol/jbl
J,Jacobs Engineering Group Inc.,85.42,$11.11B,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/j
JHX,James Hardie Industries plc.,18.86,$8.36B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/jhx
JHG,Janus Henderson Group plc,22.53,$4.17B,2017,Finance,Investment Managers,https://old.nasdaq.com/symbol/jhg
JOF,Japan Smaller Capitalization Fund Inc,7.96,$225.54M,1990,n/a,n/a,https://old.nasdaq.com/symbol/jof
JWS.U,Jaws Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/jws.u
JBGS,JBG SMITH Properties,30.96,$4.14B,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jbgs
JEF,Jefferies Financial Group Inc.,15.37,$4.13B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jef
JELD,"JELD-WEN Holding, Inc.",16.37,$1.64B,2017,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/jeld
